Part Guid	Part Name	Assembly	Full Assembly Name	Drawing	Drawing Path	Stock Name	Material	Manufacturer	Finishes	Insulations	TCG	LCG	VCG	Length	Length with Green	Nest	Nest Drawing	Nominal Size	Weight	Article Number	Spool Name	Description	Area	Branch	Stock Type	System	SpoolGUID	PRIMARY AssemblyGUID
01f45d85-f0eb-4714-9e5a-a00bba66a7ef	P-459	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	542_U02_Freshwater cooling auxiliaries	Units\\U02\\Piping\\542_U02_Freshwater cooling auxiliaries.dwg	ELBOW-90-3-168,3x4,5-St 37,0	Steel St 37.0	MISC			2637	29251	2238	360	N/A	N/A	N/A	150 mm	6.51	N/A	N/A	N/A	N/A	542-02-FC01	N/A	542-02	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
01fbcf5c-a4dc-4616-8036-fe0036aad437	SSI-0206-P08-S02	P08	PROJECT/U02/0206/0206-ES03/0206-ES04/0206-ES07/P08	U02_TWD 4100	Units\\U02\\Structure\\Deck\\U02_TWD 4100.dwg	HP100x7	Steel Gr. A	ACME		N/A	-3308	33005	4042	1605	1605	HP100x7-056	N/A	N/A	10.823	N/A	N/A	Tween Deck Stbd Aft	N/A	N/A	Bulb Flat	N/A	NULL	be117836-8dee-47d1-88fc-0d37e2c68716
01fc0fc1-812f-494b-8a40-28df40785071	P-13354	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	PIPE-76,1x2,0-WICU	Copper Cu	MISC			6336	33870	6502	737	737	N/A	N/A	65 mm	3.053	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
02157b37-037d-4a88-beb9-22774258ed3d	V7	Unassigned Equipment	PROJECT/U02/Unassigned Equipment	711_U02-Cable trays TTD penetrations	Units\\U02\\Equipment\\711_U02-Cable trays TTD penetrations.dwg	V7	N/A	N/A			2500	33890	3855	N/A	N/A	N/A	N/A	N/A	6.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7750d9dd-79a0-4346-9a01-e543081373d8
02160d26-1a96-4e2a-a89b-12452ce96cb4	P-1288	SPOOLS	PROJECT/U02/SPools	522_U02_Fuel oil filling transfer & overflow system	Units\\U02\\Piping\\522_U02_Fuel oil filling transfer & overflow system.dwg	PIPE-W-88,9x2,9-ST37.0	Steel St 37.0	MISC			-450	28158	750	2500	2500	N/A	N/A	80 mm	15.375	N/A	522-FO11-003	N/A	N/A	522-FO11	N/A	522	d5d26e81-8665-48b7-a58c-5da06aad2fdb	2433574f-8db7-42e8-9a6a-1fa541a15d2f
022406c2-9d10-4e6c-a1e6-fe8c2bee10e4	SSI-0205-P06-P02	P06	PROJECT/U02/0205/0205-ES05/0205-ES04/0205-ES03/P06	U02_D 5850	Units\\U02\\Structure\\Deck\\U02_D 5850.dwg	PL08	Steel Gr. A	ACME		N/A	-6781	30622	5854	N/A	N/A	U02_PL08-NT003	U02_PL08	N/A	1.381	N/A	N/A	Tank Assy	21998	N/A	N/A	N/A	NULL	fa218ab6-73c4-416c-bc28-f20312e070fe
023902c0-3531-4f05-905b-fe12c6852866	SSI-0206-P18-S02	P18	PROJECT/U02/0206/0206-ES01/P18	U02_TWD 4100	Units\\U02\\Structure\\Deck\\U02_TWD 4100.dwg	HP140x8	Steel Gr. A	ACME		N/A	-3302	36006	4017	1605	1605	HP140x8-017	N/A	N/A	16.561	N/A	N/A	Tween Deck Plating Fwd	N/A	N/A	Bulb Flat	N/A	NULL	59c69187-af41-4ffa-b49a-e73a63a7dd89
02421c74-9bcf-465a-bd6d-04b35761b42d	SSI-0200-P23-S04	P23	PROJECT/U02/0200/0200-ES07/0200-ES06/0200-ES05/0200-ES04/P23	U02_FR64	Units\\U02\\Structure\\Frame\\U02_FR64.dwg	FB 100x10	Steel Gr. A	ACME		N/A	1145	38341	700	1360	1360	FB 100X10-002	N/A	N/A	9.806	N/A	N/A	Bottom Floor Fr.64 Port Inbd	136000	N/A	Flat Bar	N/A	NULL	fb3f4662-3aff-4174-9871-f29c0d449f0d
0254f1be-81ef-4078-8718-002245619c05	SSI-0202-P11-S01	P11	PROJECT/U02/0202/0202-ES08/0202-ES07/0202-ES05/0202-ES04/0202-ES03/P11	U02_L5600 PS	Units\\U02\\Structure\\LngBhd\\U02_L5600 PS.dwg	HP100x7	Steel Gr. A	ACME		N/A	5653	30595	4129	702	702	HP100x7-058	N/A	N/A	3.859	N/A	N/A	Tank Upper inbd 	N/A	N/A	Bulb Flat	N/A	NULL	5f32933e-70ac-4a5f-9055-478d71a06a6a
0254f26f-b9ef-49b8-9580-c8a7ebfe1925	P-2470	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	PIPE-W-88,9x3,6-ST37.0	Steel St 37.0	MISC			-5305	33984	2514	72	72	N/A	N/A	80 mm	0.544	N/A	N/A	N/A	N/A	641-BL01	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
02586fa2-a201-482e-ac9f-6f6bf5444646	P-3304	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	PIPE-48,3x2,0-1.4571	Stainless Steel 1.4571	MISC		20mm	2731	35625	1337	2217	2217	N/A	N/A	40 mm	5.054	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
0269e29c-2b67-43dc-90b1-8b051fb0b0b6	COUPLING-MISC-D76.1-072	Unassigned Equipment	PROJECT/U02/Unassigned Equipment	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	COUPLING-MISC-D76.1	N/A	MISC			934	38550	1769	N/A	N/A	N/A	N/A	N/A	1.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7750d9dd-79a0-4346-9a01-e543081373d8
0270c2ed-cedb-4fad-8b65-584d02c79a16	P-4939	PIPING	PROJECT/U01/PIPING	632_U01_Sanitary fresh water TD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TD.dwg	PIPE-15,0x1,0-WICU	Copper Cu	MISC		20mm	3095	48886	6421	331	331	N/A	N/A	12 mm	0.129	N/A	632-FC01-004	N/A	N/A	632-FC01	N/A	632	ef05fe7f-9d5a-4938-9d42-b000ba9e7e63	21ded010-51d2-4718-967b-9b31beef1228
028098f0-5130-45af-bb16-4df232a8b03c	SSI-0207-P12-P01	P12	PROJECT/U02/0207/0207-ES07/0207-ES06/0207-ES05/0207-ES03/0207-ES02/P12	U02_FR48	Units\\U02\\Structure\\Frame\\U02_FR48.dwg	PL08	Steel Gr. A	ACME		N/A	-1996	28804	5154	N/A	N/A	U02_PL08-NT003	U02_PL08	N/A	192.656	N/A	N/A	Trunk Bhd 1500 Stbd	3067763	N/A	N/A	N/A	NULL	ef5eb95a-4bee-4cb3-a967-f1feacaaab20
02821823-adb4-4590-81ec-5bfa15ff57e0	-Static-27	Unassigned Supports	PROJECT/U02/Unassigned Supports	U02_Hangers and Supports	Units\\U02\\DistributedSystemSupport\\U02_Hangers and Supports.dwg	2byN-1 2400mm	N/A	N/A		N/A	2538	29386	5115	N/A	N/A	N/A	N/A	N/A	7.322	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	8ce83c58-dc56-4e79-8f30-44a8bb47d633
0284105b-f27e-40b3-b754-1bcf7ef89571	P-7577	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	PIPE-76,1x2,0-WICU	Copper Cu	MISC			4488	32566	3950	3567	3567	N/A	N/A	65 mm	14.766	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
028f0867-dff6-4c8f-8f1d-9f8f247dad97	SSI-0101-P40-F01	P40	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES10/P40	U01_FR81	Units\\U01\\Structure\\Frame\\U01_FR81.dwg	FB 150x12	Steel Gr. A	ACME		N/A	-678	48595	806	1147	1147	FB 150x12-035	N/A	N/A	15.623	N/A	N/A	Floor Fr.81 (S)	172084	N/A	Flat Bar	N/A	NULL	299915ef-14ff-4675-8df7-25f80213683c
028f5211-ed3e-4de2-8af5-01fca418820d	SSI-0202-P03-S57	P03	PROJECT/U02/0202/0202-ES08/P03	U02_FR57	Units\\U02\\Structure\\Frame\\U02_FR57.dwg	HP180x9	Steel Gr. A	ACME		N/A	6198	34208	2766	2543	2543	N/A	N/A	N/A	39.628	N/A	N/A	Side Shell Port	N/A	N/A	Bulb Flat	N/A	NULL	5b0cfa72-9856-4766-beac-e8d6d8920044
028fea97-9634-4f8e-9295-fe9633541725	SSI-0206-P08-S05	P08	PROJECT/U02/0206/0206-ES03/0206-ES04/0206-ES07/P08	U02_TWD 4100	Units\\U02\\Structure\\Deck\\U02_TWD 4100.dwg	HP100x7	Steel Gr. A	ACME		N/A	-3802	30612	4035	611	611	HP100x7-063	N/A	N/A	3.946	N/A	N/A	Tween Deck Stbd Aft	N/A	N/A	Bulb Flat	N/A	NULL	be117836-8dee-47d1-88fc-0d37e2c68716
029aa859-c287-43a9-80d3-5f069b6a2988	P-1865	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	615_U02_Chilled water	Units\\U02\\Piping\\615_U02_Chilled water.dwg	ELBOW-45-2426-22,0x1,0-VIEGA	Copper Cu	VIEGA		20mm	286	37059	6618	67	N/A	N/A	N/A	20 mm	0.04	N/A	N/A	N/A	N/A	CS01	N/A	615	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
029f9f72-6e9e-4aa9-b948-8187078802c1	P-8355	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	672_U02_Black and grey water TD	Units\\U02\\Piping\\672_U02_Black and grey water TD.dwg	PIPE-53x1,5-STgalv-L1000-1-LORO-X	Steel galv	LOROWERK			5966	36661	6540	840	840	N/A	N/A	50 mm	1.68	N/A	N/A	N/A	N/A	672-GW01	N/A	672	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
02a1ad2e-bcbb-4268-af50-fe9cdd94ee3d	SSI-0201-P53-S02	P53	PROJECT/U02/0201/0201-ES05/0201-ES03/P53	U02_L 750 PS	Units\\U02\\Structure\\LngBhd\\U02_L 750 PS.dwg	HP120x7	Steel Gr. A	ACME		N/A	824	30606	1125	1095	1095	HP120x7-028	N/A	N/A	8.456	N/A	N/A	Bottom Girder 750 Port	N/A	N/A	Bulb Flat	N/A	NULL	23407209-fb9e-4a6e-b188-f23c8b3609ac
02a335b6-3dec-4064-9a4b-8ed58cc39b5c	SSI-0102-P11-P04	P11	PROJECT/U01/0102/0102-ES06/0102-ES05/0102-ES04/0102-ES03/P11	U01_FR68	Units\\U01\\Structure\\Frame\\U01_FR68.dwg	PL08	Steel Gr. A	ACME		N/A	3004	40539	4006	N/A	N/A	U01_PL08-NT008	U01_PL08	N/A	5.062	N/A	N/A	Bhd Fr.68	80602	N/A	N/A	N/A	NULL	d601ed33-7918-4cad-a4e4-6cc8c3dd3d4a
02a84a73-b2e1-4a08-b470-5610c8f1fa0b	SSI-0201-G41-P01	G41	PROJECT/U02/0201/0201-ES09/G41	U02_FR56	Units\\U02\\Structure\\Frame\\U02_FR56.dwg	PL11	Steel Gr. A	ACME		N/A	-4197	33594	926	N/A	N/A	U02_PL11-NT009	U02_PL11	N/A	124.279	N/A	N/A	Bottom Floor Fr.56 Stbd O'bd	1439244	N/A	N/A	N/A	NULL	3a1fd127-b235-4c25-b663-f23add851c0e
02aa3d0f-6951-44a2-b79a-fdd312d48ed3	SSI--TEMPLATES-P02	TEMPLATES	PROJECT/U02/TEMPLATES	U02_SHELL_TEMPLATES	Units\\U02\\Structure\\Curved\\U02_SHELL_TEMPLATES.dwg	MDF	MDF MDF	ACME		N/A	-40580	33370	2	N/A	N/A	N/A	N/A	N/A	2.267	N/A	N/A	N/A	566801	N/A	N/A	N/A	NULL	5724e088-b61e-4ac1-89b1-c8b56ef7037a
02af2815-56b5-4ba1-a625-fe7c71d4845f	SSI-0202-P02-P08	P02	PROJECT/U02/0202/0202-ES08/0202-ES07/0202-ES06/P02	U02_FR62	Units\\U02\\Structure\\Frame\\U02_FR62.dwg	PL09	Steel Gr. A	ACME		N/A	6185	37196	3944	N/A	N/A	U02_PL09-NT019	U02_PL09	N/A	9.621	N/A	N/A	Tween Deck Port Fwd	136179	N/A	N/A	N/A	NULL	df9ffea4-e1d4-4ffd-8f9f-e028703c5f54
02bda008-ad90-429d-b4af-256bd5928dc8	SSI--TEMPLATES-P03	TEMPLATES	PROJECT/U02/TEMPLATES	U02_SHELL_TEMPLATES	Units\\U02\\Structure\\Curved\\U02_SHELL_TEMPLATES.dwg	MDF	MDF MDF	ACME		N/A	-52838	45945	2	N/A	N/A	N/A	N/A	N/A	1.844	N/A	N/A	N/A	461104	N/A	N/A	N/A	NULL	5724e088-b61e-4ac1-89b1-c8b56ef7037a
02c1ab1f-7f6d-4e84-b7a5-90c4e197f883	V7	Unassigned Equipment	PROJECT/U02/Unassigned Equipment	711_U02-Cable trays TTD penetrations	Units\\U02\\Equipment\\711_U02-Cable trays TTD penetrations.dwg	V7	N/A	N/A			2500	34505	3807	N/A	N/A	N/A	N/A	N/A	6.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7750d9dd-79a0-4346-9a01-e543081373d8
02d170de-2e42-4c2b-9b58-deef02da466f	P-3392	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	632_U01_Sanitary fresh water TTD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TTD.dwg	ELBOW-90-SANPRESS-2316.1-D42,0-1.4401	Stainless Steel 1.4401	VIEGA		20mm	2135	40818	1782	194	N/A	N/A	N/A	40 mm	0.228	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	dac3d286-ab37-4023-9a85-5cb778534578
02d21ed4-3339-4f31-b15f-53068ca43997	P-499	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	FLNG-SANPRESS-2359-D42x40-1.4401	Stainless Steel 1.4401	VIEGA		20mm	-1894	34830	3014	91	N/A	N/A	N/A	40 mm	1.4	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
02d74662-1089-4dc6-abea-098f44670e58	P-8219	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	672_U01_Black and grey water TTD	Units\\U01\\Piping\\672_U01_Black and grey water TTD.dwg	ELBOW-45-53x1,5-STgalv-LORO-X	Steel galv	LOROWERK			-1412	40468	3726	214	N/A	N/A	N/A	50 mm	0.4	N/A	N/A	N/A	N/A	672-BW01	N/A	672	NULL	dac3d286-ab37-4023-9a85-5cb778534578
02de8dbe-da64-4ddf-b983-89397fe448ab	P-13168	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	ELBOW-90-2216XL-76,1x2,0-VIEGA	Bronze Rg	VIEGA			-2624	33438	3471	204	N/A	N/A	N/A	65 mm	0.944	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
02e45d0c-ec9b-4221-9d33-fb742d750486	P-6338	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	SCK-MT-2265-42xG11/2-VIEGA	Bronze Rg	VIEGA			-6219	34764	5220	101	N/A	N/A	N/A	40 mm	0.15	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
02e49f3b-f35c-4ef4-b287-f5446cd7044d	P-12710	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	623_U01_Heating water	Units\\U01\\Piping\\623_U01_Heating water.dwg	PIPE-15,0x1,0-WICU	Copper Cu	MISC			-5071	47088	5954	463	463	N/A	N/A	12 mm	0.181	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	dac3d286-ab37-4023-9a85-5cb778534578
02ed478b-9588-4e35-b462-4972043a5563	P-12381	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	672_U01_Black and grey water TD	Units\\U01\\Piping\\672_U01_Black and grey water TD.dwg	PIPE-53x1,5-STgalv-L1500-1-LORO-X	Steel galv	LOROWERK			-643	46629	6563	1486	1486	N/A	N/A	50 mm	2.972	N/A	N/A	N/A	N/A	672-BW01	N/A	672	NULL	dac3d286-ab37-4023-9a85-5cb778534578
030122b9-e4df-40aa-b682-4048561ce8e7	TRAY-C-U02-0089	Unassigned Cable Supports	PROJECT/U02/Unassigned Cable Supports	U02_Wireway_4100-6700	Units\\U02\\Electrical\\Wireway\\U02_Wireway_4100-6700.dwg	5P-12-30HB12	N/A	N/A	N/A	N/A	4614	30405	6425	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	Tray	N/A	NULL	5be1cd84-029b-4dee-b22f-eefed6b56ea4
0302af9d-6539-4bce-ba60-14fb33d0e33d	Fat-Trap 320	Unassigned Equipment	PROJECT/U01/Unassigned Equipment	672_U01_Black and grey water TTD	Units\\U01\\Piping\\672_U01_Black and grey water TTD.dwg	FAT-TRAP 320	N/A	N/A			363	38744	2625	N/A	N/A	N/A	N/A	N/A	140	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NULL	7ae53862-bec8-42de-a6b1-ed04b3bcaeb3
03078ff1-b124-4035-91d9-1f20dd3faeca	P-5700	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	PIPE-35,0x1,5-WICU	Copper Cu	MISC			-5073	35125	5054	52	52	N/A	N/A	32 mm	0.073	N/A	N/A	N/A	N/A	623-HR01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
0308b4b8-ae52-4f78-90b8-c3ec9f6bca46	P-13056	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	SCK-FT-2262-35xG11/4-VIEGA	Bronze Rg	VIEGA			-5141	35125	5393	83	N/A	N/A	N/A	32 mm	0.116	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
031158b7-b84e-4513-843c-860b21bbcbe2	P-6108	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	623_U02_Heating water	Units\\U02\\Piping\\623_U02_Heating water.dwg	RED-2415.1-54x35-VIEGA	Copper Cu	VIEGA			-6011	35125	6008	97	N/A	N/A	N/A	50 mm - 32 mm	0.24	N/A	N/A	N/A	N/A	623-HS01	N/A	623	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
03117204-b1bd-409b-ade8-38272938694a	SSI-0106-P11-S05	P11	PROJECT/U01/0106/0106-ES10/0106-ES09/0106-ES08/0106-ES07/0106-ES04/0106-ES03/P11	U01_L2500 PS	Units\\U01\\Structure\\LngBhd\\U01_L2500 PS.dwg	FB 60x8	Steel Gr. A	ACME		N/A	2463	39231	3960	300	300	FB  60X 8-002	N/A	N/A	1.04	N/A	N/A	Bhd 2500 (P)	18000	N/A	Flat Bar	N/A	NULL	bd7e538e-fee6-4174-9a0c-6cc8d0640ac0
0315dfdc-96fc-4a6f-94b3-b19a18fd1b7a	SSI-0101-P09-S02	P09	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES09/0101-ES08/0101-ES06/0101-ES03/0101-ES01/P09	U01_FR66	Units\\U01\\Structure\\Frame\\U01_FR66.dwg	FB 100x10	Steel Gr. A	ACME		N/A	2097	39542	815	1130	1130	FB 100X10-020	N/A	N/A	7.998	N/A	N/A	Floor Fr.66 (P)	112975	N/A	Flat Bar	N/A	NULL	7ed5a813-2732-4ba9-819f-5d700632b986
031cc52e-4d7d-49c9-b73b-3539402f3579	SSI-0107-P10-S03	P10	PROJECT/U01/0107/0107-ES06/0107-ES05/0107-ES04/0107-ES03/P10	U01_FR70	Units\\U01\\Structure\\Frame\\U01_FR70.dwg	HP100x7	Steel Gr. A	ACME		N/A	-3995	42058	5369	2553	2553	HP100x7-090	N/A	N/A	17.056	N/A	N/A	Bhd Fr.70 (S)	N/A	N/A	Bulb Flat	N/A	NULL	da7f6a0e-d202-4930-8f10-6cc8d4298fe7
03210a3a-d5e6-438f-b2a6-fdf1c19accdc	SSI-0206-P05-S01	P05	PROJECT/U02/0206/0206-ES03/0206-ES04/0206-ES06/P05	U02_TWD 4100	Units\\U02\\Structure\\Deck\\U02_TWD 4100.dwg	HP100x7	Steel Gr. A	ACME		N/A	3308	28795	4042	1605	1605	HP100x7-055	N/A	N/A	10.823	N/A	N/A	Tween Deck Port Aft	N/A	N/A	Bulb Flat	N/A	NULL	afe4f725-d343-46cc-9846-2df040091ac9
03447544-b65e-4a76-8296-0386820fb32a	P-1042	Unspooled Pipe	PROJECT/U01/Unspooled Pipe	672_U01_Black and grey water TD	Units\\U01\\Piping\\672_U01_Black and grey water TD.dwg	PIPE-57x2,0-1.4571	Stainless Steel 1.4571	MISC			-193	39702	6195	30	30	N/A	N/A	50 mm	0.081	N/A	N/A	N/A	N/A	672-GW11	N/A	672	NULL	dac3d286-ab37-4023-9a85-5cb778534578
03469bb8-5847-4c88-a476-26bf196dd8cf	P-5029	PIPING	PROJECT/U01/PIPING	632_U01_Sanitary fresh water TD	Units\\U01\\Piping\\632_U01_Sanitary fresh water TD.dwg	ELBOW-45-2426-15,0x1,0-VIEGA	Copper Cu	VIEGA		20mm	2647	42488	6488	59	N/A	N/A	N/A	12 mm	0.024	N/A	632-FR01-005	N/A	N/A	632-FR01	N/A	632	f32265d9-074e-41a0-be44-b001669f3783	21ded010-51d2-4718-967b-9b31beef1228
0348b88a-36c1-4287-8d2e-789a7978ea85	SSI-0203-P08-P02	P08	PROJECT/U02/0203/0203-ES08/0203-ES07/0203-ES05/0203-ES04/0203-ES03/P08	U02_FR50	Units\\U02\\Structure\\Frame\\U02_FR50.dwg	PL10	Steel Gr. A	ACME		N/A	-5482	29995	1919	N/A	N/A	N/A	N/A	N/A	3.834	N/A	N/A	Tank Bhd Stbd Inbd	48837	N/A	N/A	N/A	NULL	3f140598-b16e-4259-ba8f-f1fe2ade3f90
034b2e44-f778-43e4-a96d-bb5c114591ff	P-378	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	632_U02_Sanitary fresh water TTD	Units\\U02\\Piping\\632_U02_Sanitary fresh water TTD.dwg	RED-SANPRESS-2315.1-42x35-1.4401	Stainless Steel 1.4401	VIEGA		20mm	1893	34830	2672	82	N/A	N/A	N/A	40 mm - 32 mm	0.11	N/A	N/A	N/A	N/A	632-FC01	N/A	632	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
034d7ae6-d487-4453-bab2-ea01ed289d93	P-2198	VENT	PROJECT/U02/VENT	122_U02_Vent filling and sounding pipes	Units\\U02\\Piping\\122_U02_Vent filling and sounding pipes.dwg	PIPE-W-114,3x4,5-ST37.0	Steel St 37.0	MISC			1151	29000	2587	1611	1611	N/A	N/A	100 mm	19.635	N/A	122-V06-008	N/A	N/A	122-V06	N/A	122	54c72679-78ec-480c-b588-19ed70d99ff6	c0d4af8f-be02-465c-8b54-9f002b30c1c6
03506783-4eb4-42a5-847a-2a587ffc3a06	SSI-0205-G04-P14	G04	PROJECT/U02/0205/0205-ES05/0205-ES04/0205-ES02/G04	U02_FR57	Units\\U02\\Structure\\Frame\\U02_FR57.dwg	PL09	Steel Gr. A	ACME		N/A	-5074	34196	6591	N/A	N/A	U02_PL09-NT018	U02_PL09	N/A	2.375	N/A	N/A	Girder 5000 Stbd (Aft)	33619	N/A	N/A	N/A	NULL	c55df460-1e33-40b3-a4df-f20312bae6a8
035338e3-47ee-410e-9b22-d606d8ecba71	TRAY-C-U02-0006	Unassigned Cable Supports	PROJECT/U02/Unassigned Cable Supports	U02_Wireway_2540-4100	Units\\U02\\Electrical\\Wireway\\U02_Wireway_2540-4100.dwg	378P12-18-Marker	N/A	N/A	N/A	N/A	1559	32203	3719	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	Tray Support	N/A	NULL	5be1cd84-029b-4dee-b22f-eefed6b56ea4
036906d8-c039-4757-ab36-31a50918554b	SSI-0204-G04-P05	G04	PROJECT/U02/0204/0204-ES05/0204-ES04/0204-ES02/G04	U02_FR58	Units\\U02\\Structure\\Frame\\U02_FR58.dwg	PL07	Steel Gr. A	ACME		N/A	4926	34796	6546	N/A	N/A	U02_PL07-NT002	U02_PL07	N/A	1.817	N/A	N/A	Girder 5000 Port (Aft)	33060	N/A	N/A	N/A	NULL	fa25b4dd-8a14-4312-a617-63621bdd017e
036b3150-8623-4505-8673-9b634313ad6f	SSI-0101-P18-S03	P18	PROJECT/U01/0101/0101-ES15/0101-ES14/0101-ES11/0101-ES09/0101-ES08/0101-ES06/0101-ES03/0101-ES02/P18	U01_FR70	Units\\U01\\Structure\\Frame\\U01_FR70.dwg	FB 100x10	Steel Gr. A	ACME		N/A	-1616	41938	1105	932	932	FB 100X10-025	N/A	N/A	7.205	N/A	N/A	Floor Fr.70 (S)	93200	N/A	Flat Bar	N/A	NULL	ec5ef9b7-d428-4038-b20d-c30f39bafc46
0371896b-0fc9-4cf3-90cf-ff5aea736454	K7-14-8	P02	PROJECT/U02/0207/0207-ES07/0207-ES06/0207-ES05/P02	U02_FR59	Units\\U02\\Structure\\Frame\\U02_FR59.dwg	PL08	Steel Gr. A	ACME		N/A	1504	35535	4198	N/A	N/A	U02_PL08-NT004	U02_PL08	N/A	1.977	N/A	N/A	Bhd Fr.59	31481	N/A	N/A	N/A	NULL	97647543-10d6-45c6-8b60-f1feab1e82bc
037fd302-3f51-4e6d-afec-8ab52e22485f	SPIRO-SAFE PIPE 100-033	Unspooled HVAC	PROJECT/U01/Unspooled HVAC	610_U01_Air condition and ventilation_TD	Units\\U01\\HVAC\\610_U01_Air condition and ventilation_TD.dwg	SPIRO-SAFE PIPE 100	Steel galv	MISC			266	47704	6518	187	187	N/A	N/A	N/A	0.281	N/A	N/A	N/A	N/A	EC1.2 / 152	N/A	611	NULL	f2b7e1a0-d71f-4a6b-b56f-0becf08faaaa
0392db16-0666-428b-a4b1-a0b75ddec5c8	P-1238	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	542_U02_Freshwater cooling auxiliaries	Units\\U02\\Piping\\542_U02_Freshwater cooling auxiliaries.dwg	ELBOW-90-3-168,3x4,5-St 37,0	Steel St 37.0	MISC			5341	29251	3744	360	N/A	N/A	N/A	150 mm	6.51	N/A	N/A	N/A	N/A	542-02-FC01	N/A	542-02	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
0394aab2-ce8d-4287-bfba-9bb7c3eab800	P-472	Unspooled Pipe	PROJECT/U02/Unspooled Pipe	641_U02_Bilge and ballast	Units\\U02\\Piping\\641_U02_Bilge and ballast.dwg	ELBOW-90-3-114,3x3,6-St 37.0	Steel St 37.0	MISC			-5785	33409	1959	239	N/A	N/A	N/A	100 mm	2.34	N/A	N/A	N/A	N/A	641-BL01	N/A	641	NULL	b98c9a71-f7fa-47ae-b9a7-92a591f7a579
